icd9v1_code	icd9v1_desc	icd10cm_code	icd10cm_desc	chapter	section	section_desc	parent_code	warning
5939	Unspecified disorder of kidney and ureter	N289	Disorder of kidney and ureter, unspecified	14	N25-N29	Other disorders of kidney and ureter	N28	
59689	Other specified disorders of bladder	N3289	Other specified disorders of bladder	14	N30-N39	Other diseases of the urinary system	N328	
59970	Hematuria, unspecified	R319	Hematuria, unspecified	18	R30-R39	Symptoms and signs involving the genitourinary system	R31	
5990	Urinary tract infection, site not specified	N390	Urinary tract infection, site not specified	14	N30-N39	Other diseases of the urinary system	N39	
60000	Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS)	N400	Enlarged prostate without lower urinary tract symptoms	14	N40-N53	Diseases of male genital organs	N40	
60090	Hyperplasia of prostate, unspecified, without urinary obstruction and other lower urinary symptoms (LUTS)	N400	Enlarged prostate without lower urinary tract symptoms	14	N40-N53	Diseases of male genital organs	N40	
60001	Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS)	N401	Enlarged prostate with lower urinary tract symptoms	14	N40-N53	Diseases of male genital organs	N40	
6259	Unspecified symptom associated with female genital organs	N9489	Other specified conditions associated with female genital organs and menstrual cycle	14	N80-N98	Noninflammatory disorders of female genital tract	N948	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
60784	Impotence of organic origin	N529	Male erectile dysfunction, unspecified	14	N40-N53	Diseases of male genital organs	N52	
6829	Cellulitis and abscess of unspecified sites	L0390	Cellulitis, unspecified	12	L00-L08	Infections of the skin and subcutaneous tissue	L039	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
6826	Cellulitis and abscess of leg, except foot	L03119	Cellulitis of unspecified part of limb	12	L00-L08	Infections of the skin and subcutaneous tissue	L0311	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
6989	Unspecified pruritic disorder	L299	Pruritus, unspecified	12	L20-L30	Dermatitis and eczema	L29	
6929	Contact dermatitis and other eczema, unspecified cause	L259	Unspecified contact dermatitis, unspecified cause	12	L20-L30	Dermatitis and eczema	L25	
70715	Ulcer of other part of foot	L97509	Non-pressure chronic ulcer of other part of unspecified foot with unspecified severity	12	L80-L99	Other disorders of the skin and subcutaneous tissue	L9750	
7020	Actinic keratosis	L570	Actinic keratosis	12	L55-L59	Radiation-related disorders of the skin and subcutaneous tissue	L57	
7099	Unspecified disorder of skin and subcutaneous tissue	L989	Disorder of the skin and subcutaneous tissue, unspecified					
7140	Rheumatoid arthritis	M069	Rheumatoid arthritis, unspecified	13	M05-M14	Inflammatory polyarthropathies	M06	
71535	Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh	M169	Osteoarthritis of hip, unspecified	13	M15-M19	Osteoarthritis	M16	
71516	Osteoarthrosis, localized, primary, lower leg	M1710	Unilateral primary osteoarthritis, unspecified knee	13	M15-M19	Osteoarthritis	M171	
71590	Osteoarthrosis, unspecified whether generalized or localized, site unspecified	M159	Polyosteoarthritis, unspecified	13	M15-M19	Osteoarthritis	M15	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
71536	Osteoarthrosis, localized, not specified whether primary or secondary, lower leg	M179	Osteoarthritis of knee, unspecified	13	M15-M19	Osteoarthritis	M17	
71596	Osteoarthrosis, unspecified whether generalized or localized, lower leg	M179	Osteoarthritis of knee, unspecified	13	M15-M19	Osteoarthritis	M17	
71595	Osteoarthrosis, unspecified whether generalized or localized, pelvic region and thigh	M169	Osteoarthritis of hip, unspecified					
71906	Effusion of joint, lower leg	M25469	Effusion, unspecified knee	13	M20-M25	Other joint disorders	M2546	
71940	Pain in joint, site unspecified	M2550	Pain in unspecified joint	13	M20-M25	Other joint disorders	M255	
71690	Arthropathy, unspecified, site unspecified	M129	Arthropathy, unspecified	13	M05-M14	Inflammatory polyarthropathies	M12	
71945	Pain in joint, pelvic region and thigh	M25559	Pain in unspecified hip	13	M20-M25	Other joint disorders	M2555	
71941	Pain in joint, shoulder region	M25519	Pain in unspecified shoulder	13	M20-M25	Other joint disorders	M2551	
7197	Difficulty in walking	R262	Difficulty in walking, not elsewhere classified	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R26	
71946	Pain in joint, lower leg	M25569	Pain in unspecified knee	13	M20-M25	Other joint disorders	M2556	
7210	Cervical spondylosis without myelopathy	M47812	Spondylosis without myelopathy or radiculopathy, cervical region	13	M45-M49	Spondylopathies	M4781	
7212	Thoracic spondylosis without myelopathy	M47814	Spondylosis without myelopathy or radiculopathy, thoracic region	13	M45-M49	Spondylopathies	M4781	
7213	Lumbosacral spondylosis without myelopathy	M47817	Spondylosis without myelopathy or radiculopathy, lumbosacral region	13	M45-M49	Spondylopathies	M4781	
72190	Spondylosis of unspecified site, without mention of myelopathy	M47819	Spondylosis without myelopathy or radiculopathy, site unspecified	13	M45-M49	Spondylopathies	M4781	
7224	Degeneration of cervical intervertebral disc	M5030	Other cervical disc degeneration, unspecified cervical region	13	M50-M54	Other dorsopathies	M503	
72210	Displacement of lumbar intervertebral disc without myelopathy	M5126	Other intervertebral disc displacement, lumbar region	13	M50-M54	Other dorsopathies	M512	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7226	Degeneration of intervertebral disc, site unspecified	M5134	Other intervertebral disc degeneration, thoracic region	13	M50-M54	Other dorsopathies	M513	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
72252	Degeneration of lumbar or lumbosacral intervertebral disc	M5136	Other intervertebral disc degeneration, lumbar region	13	M50-M54	Other dorsopathies	M513	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7242	Lumbago	M545	Low back pain	13	M50-M54	Other dorsopathies	M54	
72402	Spinal stenosis, lumbar region, without neurogenic claudication	M4806	Spinal stenosis, lumbar region	13	M45-M49	Spondylopathies	M480	
7231	Cervicalgia	M542	Cervicalgia	13	M50-M54	Other dorsopathies	M54	
7243	Sciatica	M5430	Sciatica, unspecified side	13	M50-M54	Other dorsopathies	M543	
7244	Thoracic or lumbosacral neuritis or radiculitis, unspecified	M5414	Radiculopathy, thoracic region					This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
72885	Spasm of muscle	M6240	Contracture of muscle, unspecified site	13	M60-M63	Disorders of muscles	M624	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7245	Backache, unspecified	M5489	Other dorsalgia	13	M50-M54	Other dorsopathies	M548	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7291	Myalgia and myositis, unspecified	M609	Myositis, unspecified	13	M60-M63	Disorders of muscles	M60	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
72887	Muscle weakness (generalized)	M6281	Muscle weakness (generalized)	13	M60-M63	Disorders of muscles	M628	
72981	Swelling of limb	M7989	Other specified soft tissue disorders	13	M70-M79	Other soft tissue disorders	M798	
7295	Pain in limb	M79609	Pain in unspecified limb					
72989	Other musculoskeletal symptoms referable to limbs	R29898	Other symptoms and signs involving the musculoskeletal system	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R2989	
73390	Disorder of bone and cartilage, unspecified	M899	Disorder of bone, unspecified	13	M86-M90	Other osteopathies	M89	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
73300	Osteoporosis, unspecified	M810	Age-related osteoporosis without current pathological fracture	13	M80-M85	Disorders of bone density and structure	M81	
73313	Pathologic fracture of vertebrae	M4850XA	Collapsed vertebra, not elsewhere classified, site unspecified, initial encounter for fracture	13	M45-M49	Spondylopathies	M4850	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
73399	Other disorders of bone and cartilage	M8930	Hypertrophy of bone, unspecified site	13	M86-M90	Other osteopathies	M893	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
73730	Scoliosis [and kyphoscoliosis], idiopathic	M4120	Other idiopathic scoliosis, site unspecified	13	M40-M43	Deforming dorsopathies	M412	
78009	Other alteration of consciousness	R400	Somnolence	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior	R40	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7384	Acquired spondylolisthesis	M4300	Spondylolysis, site unspecified	13	M40-M43	Deforming dorsopathies	M430	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7802	Syncope and collapse	R55	Syncope and collapse					
78039	Other convulsions	R569	Unspecified convulsions	18	R50-R69	General symptoms and signs	R56	
7804	Dizziness and giddiness	R42	Dizziness and giddiness	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior		
78052	Insomnia, unspecified	G4700	Insomnia, unspecified	6	G40-G47	Episodic and paroxysmal disorders	G470	
78050	Sleep disturbance, unspecified	G479	Sleep disorder, unspecified	6	G40-G47	Episodic and paroxysmal disorders	G47	
78060	Fever, unspecified	R502	Drug induced fever	18	R50-R69	General symptoms and signs	R50	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
78057	Unspecified sleep apnea	G4730	Sleep apnea, unspecified	6	G40-G47	Episodic and paroxysmal disorders	G473	
78079	Other malaise and fatigue	G933	Postviral fatigue syndrome	6	G89-G99	Other disorders of the nervous system	G93	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
78093	Memory loss	R412	Retrograde amnesia	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior	R41	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7808	Generalized hyperhidrosis	R61	Generalized hyperhidrosis	18	R50-R69	General symptoms and signs		
78096	Generalized pain	R52	Pain, unspecified	18	R50-R69	General symptoms and signs		
78097	Altered mental status	R4182	Altered mental status, unspecified	18	R40-R46	Symptoms and signs involving cognition, perception, emotional state and behavior	R418	
7810	Abnormal involuntary movements	R250	Abnormal head movements	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R25	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7812	Abnormality of gait	R260	Ataxic gait	18	R25-R29	Symptoms and signs involving the nervous and musculoskeletal systems	R26	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7820	Disturbance of skin sensation	R200	Anesthesia of skin	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R20	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7823	Edema	R600	Localized edema	18	R50-R69	General symptoms and signs	R60	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7821	Rash and other nonspecific skin eruption	R21	Rash and other nonspecific skin eruption	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue		
7830	Anorexia	R630	Anorexia	18	R50-R69	General symptoms and signs	R63	
7837	Adult failure to thrive	R627	Adult failure to thrive	18	R50-R69	General symptoms and signs	R62	
78321	Loss of weight	R634	Abnormal weight loss	18	R50-R69	General symptoms and signs	R63	
7840	Headache	G441	Vascular headache, not elsewhere classified	6	G40-G47	Episodic and paroxysmal disorders	G44	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7842	Swelling, mass, or lump in head and neck	R220	Localized swelling, mass and lump, head	18	R20-R23	Symptoms and signs involving the skin and subcutaneous tissue	R22	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7847	Epistaxis	R040	Epistaxis	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R04	
7851	Palpitations	R002	Palpitations	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R00	
7850	Tachycardia, unspecified	R000	Tachycardia, unspecified	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R00	
7852	Undiagnosed cardiac murmurs	R011	Cardiac murmur, unspecified	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R01	
7856	Enlargement of lymph nodes	R599	Enlarged lymph nodes, unspecified	18	R50-R69	General symptoms and signs	R59	
78609	Other respiratory abnormalities	R0600	Dyspnea, unspecified	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R060	This ICD-9 code matches multiple ICD-10 codes, the first options was chosen by default
7862	Cough	R05	Cough	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems		
78605	Shortness of breath	R0602	Shortness of breath	18	R00-R09	Symptoms and signs involving the circulatory and respiratory systems	R060	
78650	Chest pain, unspecified	R079	Chest pain, unspecified					
